left,right,left_correct,right_correct,confidence,approved,source,model,decided_on,note
Konsular,*,Konsular,*,medium,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Das Wort 'Konsulat' (Neutrum) passt grammatikalisch nicht zum Artikel 'die'. 'Konsular' ist hier wahrscheinlich als Teil eines zusammengesetzten Wortes (z. B. Konsular-Beamte oder Konsular-Prüfung) zu
Konsum,*,Konsum,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Der Kontext 'inländischen Konsum' und 'Preise für seinen Konsum' macht das Wort 'Konsum' (Verbrauch) eindeutig; 'Konsul' wäre hier unsinnig.
Konzern,*,Konzern,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Der Kontext bezieht sich auf eine 'Firma', was den Begriff 'Konzern' (Unternehmensgruppe) gegenüber 'Konzert' eindeutig macht."
Kord,*,Kord,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigename
Korngolo,*,Korngold,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Korngold: Kontext ist eine Aufzählung von Musikern/Komponisten (Brahms, Wolf); Korngold ist ein bekannter Name in diesem Zusammenhang."
Korv,*,Korv,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Im Kontext von Adelsnamen (Graf Ledóchowski, Contessa Albricci) ergeben 'Korb' oder 'Korn' keinen Sinn; es handelt sich offensichtlich um einen Eigennamen oder eine Abkürzung."
Kosen,*,Kosel,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Kosel: Das Wort 'Kosel' weist eine sehr hohe Frequenz im Korpus auf, während 'Kosen' nicht vorkommt; es handelt sich vermutlich um einen OCR-Fehler am Zeilenende."
Krank,*,Krank,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
Kraut,*,Kraut,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Eigennamen bleiben gemäß Regel 3 stehen; 'Kraut' ist ein existierender Name und steht hier in einer Liste mit anderen Namen (Keber, Kleefeld)."
Kreid,*,Kreid,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname eines Hotels in Innsbruck; gemäß Regel 3 bleiben Eigennamen unverändert.
Kremo,*,Kremo,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Es handelt sich um einen Eigennamen (Karl Kremo) in einer Aufzählung von Personen/Künstlern; gemäß Regel 3 bleiben Eigennamen stehen.
Kreuzen,*,Kreuzen,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Dativ Plural passend zu 'mit sechs eingewebten schwarzen'
Kriegel,*,Kriegel,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname
Kriegen,*,Kriegen,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Grammatikalisch korrekt als Dativ Plural nach 'den blutgen' bzw. 'den Napoleonischen'.
Kriegs,*,Kriegs,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: In Textstelle 1 ist 'war die Kriege' grammatikalisch falsch; 'Kriegs' muss hier der erste Teil eines zusammengesetzten Wortes sein (z. B. Kriegsgefahr), das am Zeilenende getrennt wurde."
Kries,*,Kries,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Es handelt sich eindeutig um einen Eigennamen (Adelsfamilie von Kries), daher greift Regel 3."
Kroner,*,Kronen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Kronen: Typischer OCR-Fehler (n zu r am Zeilenende); 'Kronen' ist der korrekte Plural der österreichischen Währung dieser Zeit.
Krupr,*,Krupp,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Krupp: Bekannter Name des Fabriksbesitzers Artur Krupp; OCR-Fehler am Zeilenende (p -> r).
Kuhl,*,Kuhl,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigennamen bleiben gemäß Regel 3 unverändert.
Kuns,*,Kuns,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: abgeschnitten
Kurh,*,Kurh,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Handelt sich höchstwahrscheinlich um die historische Abkürzung für 'kurhessisch' im Zusammenhang mit der Herkunftsbezeichnung einer Person.
Kursk,*,Kursk,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Kursk ist ein Ortsname und passt grammatikalisch zur Präposition 'in'; 'Kurse' wäre hier grammatikalisch falsch.
Kutschers,*,Kutschers,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Genitiv Singular Maskulinum passend zu 'eines früheren' (Berufsbezeichnung).
Károlyj,*,Károlyi,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Károlyi: Sehr hohe Häufigkeit im Korpus; typische ungarische Namensendung.
Kärnter,*,Kärnten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Kärnten: Grammatikalisch ist nach der Präposition 'in' der Ortsname 'Kärnten' erforderlich; 'Kärnter' wäre ein Adjektiv oder Bewohnername.
Königl,*,Königl,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Handelt sich um die gängige historische Abkürzung für 'königlich', insbesondere in Verbindung mit Institutionen."
Könner,*,Könner,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Parallelismus zu 'Kenner'; beide sind Substantive, die eine Person bezeichnen, hier im Dativ Singular."
Künstlerinner,*,Künstlerinnen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Künstlerinnen: Typischer OCR-Fehler am Zeilenende (n zu r); 'Künstlerinnen' ist die korrekte Pluralform.
Lade,*,Lade,*,medium,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Obwohl 'Lady' im Korpus häufiger vorkommt, steht das Wort hier an einer Position, die für einen Titel untypisch ist (nach dem Namen). Gemäß Regel 3 bleiben Eigennamen stehen; 'Maniassi Lade' wird dahe"
Lanc,*,Lanc,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um einen Eigennamen (Gräfin Haida Lanc); gemäß Regel 3 bleiben Eigennamen unverändert, auch wenn sie selten sind oder wie OCR-Fehler wirken."
Landa,*,Landa,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname in einer Aufzählung von Personen (Max Landa).
Lans,*,Lans,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Teil des Ortsnamens 'Villard de Lans' (bekannter Kurort in den französischen Alpen).
Leber,*,Leben,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Der Kontext 'vom politischen Leben' ist eine gängige Redewendung; 'politischen Leber' ergibt keinen Sinn.
Leides,*,Leides,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Genitiv Singular von 'Leid', grammatikalisch korrekt in allen Kontexten ('des Leides', 'menschlichen Leides')."
Leip,*,Leip,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: abgeschnitten
Leit,*,Leit,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Es handelt sich um einen Eigennamen (geb. v. Leit), die gemäß Regel 3 unverändert bleiben."
Lelic,*,Lelio,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Lelio: Teil einer Namensliste; hohe Häufigkeit von 'Lelio' im Korpus gegenüber 'Lelic'.
Leonia,*,Leonia,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Teil des Eigennamens bzw. Titels 'Bibliotheca Leonia' (lateinische Form).
Leopoldina,*,Leopoldina,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Es handelt sich um den Eigennamen der historischen Person Donna Carlotta Leopoldina.
Leopolt,*,Leopold,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Leopold: Häufiger Vorname; 'Leopolt' ist ein typischer OCR-Fehler am Zeilenende.
Leserl,*,Lesern,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Lesern: In einer formellen Ansprache an 'P. T. Abonnenten' ist das Diminutiv 'Leserl' ausgeschlossen; 'Lesern' ist die plausible Form, auch wenn grammatikalisch (nach 'unsere') eigentlich 'Leser' stünde."
Lessel,*,Lessel,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Das Wort steht in einer Aufzählung von Eigennamen/Ortsnamen (Bibow, Etzdorff); gemäß Regel 3 bleiben Eigennamen unverändert."
Letz,*,Letz,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigennamen bleiben gemäß Regel 3 unverändert.
Levetzov,*,Levetzow,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Levetzow: Häufigkeit im Korpus deutet stark auf die Schreibweise mit 'w' hin; 'v' am Zeilenende ist ein typischer OCR-Fehler für 'w'.
Liebl,*,Liebl,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Es handelt sich um einen Eigennamen (Wilma Liebl), der gemäß Regel 3 unverändert bleibt."
Liechtensteir,*,Liechtenstein,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Liechtenstein: Typischer OCR-Fehler am Zeilenende (n zu r); bekannter Familienname.
Ligny,*,Ligny,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigennamen bleiben gemäß Regel 3 stehen; 'bei Ligny' ist eine korrekte lokale Angabe (Ort in Belgien).
Lilo,*,Lilo,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Eigenname in einer Aufzählung von Personen; keine Anhaltspunkte für einen OCR-Fehler.
Lime,*,Lima,*,medium,,llm,google/gemma-4-31b,2026-09-01,"confirms Lima: Die hohe Häufigkeit von 'Lima' im Korpus gegenüber 'Lime' deutet auf einen Eigennamen oder eine spezifische Bezeichnung hin, die in dieser Zeitschrift vorkommt."
Line,*,Line,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Bezug auf eine Reederei ('U. St. Line' für United States Line), passend zum Kontext 'Dampfers'."
Linier,*,Linien,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Linien: Typischer OCR-Fehler (n -> r am Zeilenende); 'Punkte und Linien' ist eine feste Wortpaarung.
Lippa,*,Lippa,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Eigenname (von Lippa)
Lodror,*,Lodron,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Lodron: Typischer OCR-Fehler (n zu r am Zeilenende); Lodron ist ein bekannter Adelsname.
Logie,*,Logie,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Es handelt sich hierbei offensichtlich um einen Eigennamen nach dem Titel 'Meister'; 'Logis' (Unterkunft) ergibt in diesem Kontext keinen Sinn.
Londonen,*,Londoner,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Londoner: Grammatikalisch korrekt als Pluralbezeichnung für die Einwohner Londons; 'Londonen' existiert im Deutschen nicht.
Londor,*,London,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms London: Typischer OCR-Fehler am Zeilenende (n -> r); passt in den geografischen Kontext mit Rom und Paris.
Loop,*,Loos,*,medium,,llm,google/gemma-4-31b,2026-09-01,"confirms Loos: Das Wort 'Loos' ist ein bekannter Wiener Name (z. B. Adolf Loos) und kommt im Korpus häufig vor (22-mal), während 'Loop' nicht vorkommt. Die Endung 'p' am Zeilenende ist ein typischer OCR-Fehler für '"
Lora,*,Lora,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Das Wort erscheint sowohl als Teil eines Titels („Lilli Lora“) als auch in einer Aufzählung von Namen, was die Form „Lora“ bestätigt."
Lorx,*,Lorx,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Eigenname nach 'v.' (von) in einer Aufzählung von Personen.
Lotta,*,Lotta,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Eigename, der konsistent in beiden Kontexten auftritt."
Ludovicc,*,Ludovico,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Der Titel 'Fürsten' weist auf eine männliche Person hin, daher ist die männliche Form 'Ludovico' korrekt."
Luit,*,Luis,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Luis: Kontext 'Gräfin' deutet auf einen Namen hin; 'Luis' ist im Korpus häufig belegt, während 'Luit' nicht vorkommt."
Luitpole,*,Luitpold,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Luitpold: Historischer Name (Herzog Luitpold von Bayern) und hohe Korpusfrequenz.
Luth,*,Lutz,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Lutz: Die hohe Korpusfrequenz deutet auf eine wiederkehrende Person/Familie hin; grammatikalisch ist 'zu der Lutz' als Beginn eines Relativsatzes ('... zu der Lutz [Verb]...') sehr wahrscheinlich.
Lévai,*,Lévay,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Lévay: Der Name kommt im Korpus häufig als 'Lévay' vor, während 'Lévai' nicht belegt ist."
Lösca,*,Lösca,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um einen Eigennamen (Schloßname), die gemäß Regel 3 unverändert bleiben sollen."
Löweg,*,Löwen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Löwen: „Löweg“ ist kein existierendes Wort; „Weißer Löwe/Löwen“ ist eine sehr häufige Bezeichnung für Hotels oder Gasthäuser.
Löwi,*,Löwy,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Löwy: Häufiger Name im Korpus; typischer OCR-Fehler (y -> i) bei Personennamen.
Lützon,*,Lützon,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname einer Person; bleibt gemäß Regel 3 unverändert.
Lützov,*,Lützow,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Lützow: Lützow ist ein bekannter Familienname; das 'v' am Zeilenende ist ein typischer OCR-Fehler für 'w', gestützt durch die hohe Korpusfrequenz."
Maik,*,Maik,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Das Wort steht in einer Aufzählung von Namen (mann, Mayr, Jerger) und ist daher als Eigenname zu werten."
Maje,*,Maje,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: In Verbindung mit 'Se.' (Seine) und 'Ihrer' handelt es sich eindeutig um die historische Abkürzung für 'Majestät'; der Name 'Maja' passt grammatikalisch nicht zu 'Se.'.
Majestäter,*,Majestäten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Majestäten: Typischer OCR-Fehler (n -> r) am Zeilenende; grammatikalisch korrekter Plural nach 'der'.
Majorv,*,Majors,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Majors: Das 'v' am Zeilenende ist ein typischer OCR-Fehler für ein 's'. Im Kontext 'Master Majors' handelt es sich wahrscheinlich um die Anrede eines Jungen (Master) mit dem Nachnamen Majors.
Mala,*,Mala,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Eigenname nach 'v.' (von) in einer Aufzählung von Personen und Titeln.
Malet,*,Malet,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Es handelt sich eindeutig um einen Eigennamen (Familienname), was durch 'Sir Edward St. Lo Malet' und 'Lady Malet' belegt ist."
Mall,*,Mall,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: In beiden Kontexten handelt es sich um Eigennamen (Nachname und die Straße 'the Mall' in London), die laut Regel 3 unverändert bleiben müssen."
Malt,*,Malt,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Abkürzung für den Souveränen Malteserorden ('souv. Malt.') im Kontext von Ehrenrittern (ERr.).
Mane,*,Mane,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Das Wort folgt auf den weiblichen Titel 'Gräfin'; die Alternative 'Mann' ist aufgrund des Geschlechts grammatikalisch und logisch ausgeschlossen.
Manfrec,*,Manfred,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Manfred: Manfred ist ein gängiger Vorname und im Korpus häufig belegt, während Manfrec unplausibel ist."
Mang,*,Mang,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Es handelt sich hierbei um einen Eigennamen (Nachname), der im Kontext von 'Herr Josef und Frau Mang' steht. Gemäß Regel 3 bleiben Eigennamen stehen."
Manno,*,Manno,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Eigename (Familienname), der in beiden Kontexten unmittelbar auf Adelstitel folgt."
Mans,*,Mans,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname eines Schlosses; gemäß Regel 3 bleiben Orts- und Schlossnamen unverändert.
Manzand,*,Manzano,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Manzano: Hohe Häufigkeit von 'Manzano' im Korpus deutet auf einen Eigennamen hin; 'Manzand' ist ein typischer OCR-Fehler am Zeilenende.
Marcet,*,Marcet,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um einen Eigennamen (Geburtsname der Gräfin), die gemäß Regel 3 unverändert bleiben sollen, auch wenn sie im Korpus selten sind."
Mare,*,Mare,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Teil des Eigennamens 'Villa al Mare', wie in Regel 3 explizit erwähnt."
Marg,*,Mary,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Der Titel 'Baronin' weist auf eine weibliche Person hin. Im Vergleich zu den anderen Optionen ist 'Mary' ein sehr häufiger Vorname in diesem Kontext (siehe Korpusfrequenzen) und die Verwechslung von '
Maric,*,Marie,*,medium,,llm,google/gemma-4-31b,2026-09-01,line-end review: In Fraktur-OCR wird das am Zeilenende stehende 'e' häufig als 'c' missinterpretiert; 'Marie' ist ein extrem häufiger Name in diesem Kontext.
Marienbac,*,Marienbad,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Marienbad: Kontext 'kehrte von' deutet auf einen Ortsnamen hin; Marienbad ist ein bekannter Kurort der Zeit.
Mariä,*,Mariä,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Genitivform von Maria, insbesondere in religiösen Kontexten wie 'Heimsuchung Mariä' korrekt."
Markd,*,Markt,*,medium,,llm,google/gemma-4-31b,2026-09-01,confirms Markt: OCR-Fehler am Zeilenende (d statt t); 'Markt' ist ein plausibler Familienname in diesem Kontext und im Korpus häufig vertreten.
Markgrafer,*,Markgrafen,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Markgrafen: Genitiv Singular nach 'des', analog zu 'des Grafen'; typischer OCR-Fehler n -> r am Zeilenende."
Mars,*,Mars,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: In Kontext 2 ist der Bezug zum Gott des Krieges ('Todesritt von Mars') eindeutig; in Kontext 1 handelt es sich vermutlich um einen Eigennamen.
Martine,*,Martine,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Die Abkürzung 'Mlle' (Mademoiselle) weist eindeutig auf einen weiblichen Vornamen hin.
Martinz,*,Martinz,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname nach Titel (Hof-Kommissär); gemäß Regel 3 bleiben Eigennamen unverändert.
Marv,*,Mary,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Mary: Der Titel 'Prinzessin' erfordert einen weiblichen Namen; 'Mary' ist im Korpus sehr häufig und passt zum OCR-Fehlermuster.
Maschl,*,Maschl,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname nach militärischem Rang (GardeLt.); gemäß Regel 3 bleiben Eigennamen unverändert.
Masten,*,Masten,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Der Kontext 'zwei mit Tannengrün umwundene hohe Masten' macht deutlich, dass es sich um Pfosten/Masten handelt; grammatikalisch ist der Plural korrekt."
Maus,*,Maus,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Das Wort steht in Anführungszeichen und folgt auf das Adjektiv 'blaue', was auf einen Titel oder Spitznamen hindeutet; 'Die blaue Maud' ist im Vergleich dazu unplausibel."
Mauy,*,Maud,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Maud: Maud ist ein häufiger Name im Korpus, während Mauy nicht vorkommt; die Konstruktion 'hatte in Maud [eine...]' ist im Deutschen gebräuchlich."
Maximiliar,*,Maximilian,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Maximilian: Typischer OCR-Fehler am Zeilenende (n zu r); bezieht sich auf das Infanterieregiment Nr. 7 Maximilian.
Maye,*,Maye,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Teil eines französischen Orts- oder Schlossnamens ('Château de la Maye'), daher ist die Form korrekt."
Mays,*,Mays,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um einen Eigennamen im Genitiv ('Musik Hans Mays'). Eine Änderung zu 'Mayr' wäre grammatikalisch falsch, da dann das Genitiv-s fehlen würde."
Medek,*,Medek,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigename einer Person; gemäß Regel 3 bleiben Eigennamen unverändert.
Meld,*,Meld,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um einen Eigennamen (nach 'v.' für 'von'), die gemäß Regel 3 unverändert bleiben sollen, auch wenn sie im Korpus selten sind."
