left,right,form,source,model,decided_on,note
Ldw,HusRgts,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um ein militärisches Kompositum (Landwehr-Husarenregiment). In dieser Zeitung werden Substantiv-Komposita und Titelkomposita konsequent mit Bindestrich gesetzt.
Ldw,Kav,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Substantiv-Kompositum aus zwei Abkürzungen (Landwehr-Kavallerie), die in dieser Zeit typischerweise mit Bindestrich gesetzt wurden."
Ldw,Ruhest,period,llm,google/gemma-4-31b,2026-08-25,Ldw. ist die gängige Abkürzung für Landwehr; es folgt der Status 'Ruhest.' (Ruhestand).
Ldw,UlRgt,period,llm,google/gemma-4-31b,2026-08-25,"Ldw. ist eine gängige militärische Abkürzung für Landwehr, gefolgt von UlRgt (Ulanen-Regiment)."
Ldw,UlRgts,hyphen,llm,google/gemma-4-31b,2026-08-25,Abkürzung für Landwehr-Ulanenregiment; militärische Titelkomposita werden hier konsequent mit Bindestrich gesetzt.
LdwUl,Rgtes,period,llm,google/gemma-4-31b,2026-08-25,"Der linke Teil 'LdwUl' ist eine offensichtliche Abkürzung für 'Landwehr-' (evtl. mit OCR-Fehler), gefolgt vom Substantiv 'Rgtes' (Regiments). Gemäß der Regel für Abkürzungen ('Geh' + 'Rat' -> 'Geh. Ra"
LdwUl,Rgts,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um die Abkürzung eines zusammengesetzten militärischen Einheitennamens (Landwehr-Ulanen-Regiment), wobei Komposita in dieser Zeitung konsequent mit Bindestrichen versehen werden."
Leben,den,split,llm,google/gemma-4-31b,2026-08-25,"In Kontext 2 ist es eindeutig ein Satzteil ('dem öffentlichen Leben den Kampf ansagte'), bei dem 'Leben' das Dativobjekt und 'den Kampf' das Akkusativobjekt ist; in Kontext 1 ist der Text zwar lückenh"
Lebensversicherungs,anstalt,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil 'anstalt' ist kleingeschrieben, was auf eine Worttrennung mitten im Stamm eines zusammengesetzten Substantivs hindeutet."
Leg,Rat,period,llm,google/gemma-4-31b,2026-08-25,„Leg.“ ist die gängige Abkürzung für „Legations-“ in dem Titel „Legationsrat“. Analog zum Beispiel „Geh. Rat“ im Prompt handelt es sich hier um eine Abkürzung eines Ranges/Amtes.
Leg,Rates,period,llm,google/gemma-4-31b,2026-08-25,„Leg.“ ist die Abkürzung für „Legations-“; zusammen mit „Rates“ bildet es den Titel „Legationsrat“. Gemäß der Regel für abgekürzte Titel und Ränge (analog zu „Geh. Rat“) ist hier „period“ korrekt.
Leg,Sekr,hyphen,llm,google/gemma-4-31b,2026-08-25,"Abkürzung eines Titelkompositums (Legationssekretär), im Text explizit mit Bindestrich gekennzeichnet."
Leg,Sekretär,period,llm,google/gemma-4-31b,2026-08-25,„Leg.“ ist die Abkürzung für „Legations-“ (in Legationssekretär); Abkürzungen von Ämtern und Rängen werden gemäß den Regeln mit einem Punkt versehen.
Leib,DragRgt,hyphen,llm,google/gemma-4-31b,2026-08-25,"Bezeichnung einer militärischen Einheit (Leib-Dragoner-Regiment), die in dieser Zeit typischerweise mit Bindestrich geschrieben wurde."
Leibdrag,Rgt,period,llm,google/gemma-4-31b,2026-08-25,Leibdrag. ist die Abkürzung für Leibdragonen; es folgt das Muster einer abgekürzten Bezeichnung (analog zu 'türk. Kriegsmin.').
Leibgarde,Reiter-Eskadron,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Substantiv-Kompositum (eine militärische Einheit), die in dieser Zeitung typischerweise mit Bindestrich gesetzt wird."
Leibgarde,reiter-Eskadron,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil beginnt kleingeschrieben ('reiter'), was auf eine Trennung mitten im Kompositum 'Leibgardereiter' hindeutet."
Leibgarde-Reiter,Eskadron,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein zusammengesetztes Substantiv einer militärischen Einheit, die in dieser Zeit und in diesem Blatt typischerweise mit Bindestrichen gegliedert wurde."
Leiden,den,comma,llm,google/gemma-4-31b,2026-08-25,"Aufzählung von Objekten im Dativ ('ertragenem Leiden, den Folgen...')."
Leopold,Zeno,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um die Aufzählung von Vornamen einer Person (Johann Leopold Zeno Maria Peter bzw. Leopold Zeno Goëss).
Leopold-Ordens,der,comma,llm,google/gemma-4-31b,2026-08-25,In Listen von Auszeichnungen und Empfängern wird die Ehrung üblicherweise durch ein Komma vom Titel/Namen des Empfängers getrennt.
Liakat,Medaille,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Titelkomposition für eine spezifische Auszeichnung, was durch die Belege im Korpus gestützt wird."
Ligne,Prinzessin,comma,llm,google/gemma-4-31b,2026-08-25,Aufzählung verschiedener Personen in einer Namensliste.
Lin,Lingerie,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich höchstwahrscheinlich um eine Warenbezeichnung oder einen Markennamen in einer Anzeige (Lin = Leinen/Flachs auf Französisch; Lingerie = Unterwäsche). Gemäß dem Stil der Zeitung werden s
Lin,Schiffskpt,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen zusammengesetzten Dienstgrad (Linienschiffskapitän), der in dieser Zeit und Zeitschrift bei Abkürzungen häufig mit Bindestrich gesetzt wurde (Titelkompositum), wie auch in den"
Lin,Schiffslt,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Titelkompositum (Linienschiffsleutnant), das in der Zeitung typischerweise mit Bindestrich abgekürzt wird; zudem weisen die Textstellen explizit auf einen Bindestrich hin."
Lin,Schiffslts,period,llm,google/gemma-4-31b,2026-08-25,"Der linke Teil 'Lin.' ist eine gängige Abkürzung für 'Linienschiffs-', gefolgt von der Abkürzung des Ranges 'Schiffslts.' (Schiffsleutnants). Dies entspricht dem Muster für abgekürzte Titel/Ränge wie"
Lind,heim-Vivenot,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil beginnt klein ('heim'), was auf eine Worttrennung mitten im Namen hindeutet; es ergibt den Doppelnamen Lindheim-Vivenot."
Lingerie,Emma,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich vermutlich um den Namen eines Modegeschäfts (Lingerie Emma Bondy), wobei die Geschäftsart vor dem Eigennamen steht."
Lingerie,Teagowns,comma,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Aufzählung von Modeartikeln (Lingerie, Teagowns, Schlafröcke), wie sie in Anzeigen üblich ist."
Lingerie,Tel,period,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um eine Anzeige; 'Lingerie' ist die Warenkategorie und 'Tel.' die Kontaktinformation. In solchen Verzeichnissen/Anzeigen dieser Zeit wurden Informationsblöcke typischerweise durch Punk
Lingeriekleider,Strandcomplets,comma,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Aufzählung von Kleidungsstücken (Gowns, Lingerieblusen, Lingeriekleider, Strandcomplets), bei der die einzelnen Posten durch Trennzeichen gegliedert sind."
Liniensch,Lt,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um ein Titelkompositum aus einer Einheit (Linienschützen) und einem Rang (Leutnant).
Louise,Anne,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen Doppelvorname einer Person; Vornamen werden in diesem Kontext üblicherweise ohne Bindestrich geschrieben.
Luca,Orsini-Baroni,split,llm,google/gemma-4-31b,2026-08-25,Vorname und Nachname derselben Person.
Lucchesi,Palli,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den Doppelnamen einer Person (Beatrice/Henriette Lucchesi-Palli), was durch die hohe Häufigkeit im Korpus bestätigt wird."
Ludwig,Christian,hyphen,llm,google/gemma-4-31b,2026-08-25,"In Beispiel 2 ist ein echter Bindestrich ('-') am Zeilenende gesetzt, was laut Instruktion in Antiqua-Ausgaben einen echten Bindestrich kennzeichnet; zudem handelt es sich um einen Doppelvorname im Ad"
Ludwig,Windisch-Graetz,split,llm,google/gemma-4-31b,2026-08-25,Vorname und Nachname einer Person; kein Satzzeichen erforderlich.
Ludwigstorff,Goldlamb,hyphen,llm,google/gemma-4-31b,2026-08-25,"Doppelname, belegt durch Korpus und Kontext."
Luise,Elisabeth,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um zwei Vornamen einer Person (Vorname und Zweitname), die im Deutschen üblicherweise ohne Bindestrich oder Satzzeichen nebeneinander stehen."
Löwenstein,Wertheim-Freudenberg,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen typischen Doppelnamen des Hochadels (Haus Löwenstein-Wertheim-Freudenberg).
Löwenstein,Wertheim-Rosenberg,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen zusammengesetzten Adelstitel/Familiennamen (Haus Löwenstein-Wertheim-Rosenberg).
Löwenstein-Wert,heim-Rosenberg,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil beginnt klein ('heim'), was auf eine Worttrennung mitten im Namen 'Wertheim' hindeutet."
Löwenstein-Wertheim,Rosenberg,hyphen,llm,google/gemma-4-31b,2026-08-25,Teil eines zusammengesetzten Adelsnamens (Löwenstein-Wertheim-Rosenberg).
Mac,Mahon,hyphen,llm,google/gemma-4-31b,2026-08-25,Der Name Mac-Mahon wird im Korpus dieser Zeitung am häufigsten mit Bindestrich gesetzt; zudem ist bei großgeschriebenem zweiten Teil ein Bindestrich wahrscheinlicher als eine Zusammenfügung.
Mada,rassy-Beck,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil beginnt kleingeschrieben ('rassy'), was auf eine Worttrennung innerhalb des Namens Madarassy-Beck hindeutet."
Mader,Anzengruber,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelnamen, was durch den Beleg im Korpus und die Einbettung in eine Liste von Personen bestätigt wird."
Magen,leiden,join,llm,google/gemma-4-31b,2026-08-25,Zweiter Teil klein geschrieben; es handelt sich um das zusammengesetzte Substantiv 'Magenleiden'.
Magnaten,hause,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und bildet zusammen mit dem ersten Teil das Kompositum 'Magnatenhause' (Dativ von Magnatenhaus).
Mai,1893,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Datumsangabe (Tag Monat Jahr), bei der zwischen dem Monatsnamen und der Jahreszahl kein Satzzeichen steht."
Malt,Rr.-O,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um das Kompositum 'Malteser-Ritterorden', hier in der abgekürzten Form 'Malt.-Rr.-O.'"
Malt,RrO,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um die Abkürzung des 'Souveränen Malteser-Ritterordens' (Malt.-RrO.), ein typisches Titelkompositum, bei dem der Bindestrich die beiden abgekürzten Teile verbindet."
Malt,RrOrdens,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Titelkomposit (Malteser-Ritterorden), bei dem 'Malt.' als Abkürzung für Malteser steht; solche Zusammensetzungen werden in dieser Zeitung mit Bindestrich gesetzt."
MaltRr,Ordens,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Substantiv-Kompositum mit einem Eigennamen (Souveräner Malteser-Orden), die in dieser Zeitung häufig mit Bindestrich gesetzt wurden."
Malteser-Ritter-Ordens,Fürst,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um die Bezeichnung eines Amtes (Großmeister des Malteser-Ritter-Ordens) gefolgt vom Namen der Person (Fürst Galeazzo... / Fürst Chigi); zwischen Amt und Name steht kein Bindestrich.
Mar,Att,hyphen,llm,google/gemma-4-31b,2026-08-25,"Abkürzung für Marine-Attaché, ein typisches Titelkompositum dieser Zeit."
Maria,Agnes,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelvorname (Maria Agnes), der im Deutschen dieser Zeit üblicherweise ohne Bindestrich als zwei Wörter geschrieben wird."
Maria,Anna,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelvornamen, der im Korpus überwiegend ohne Bindestrich geschrieben wird."
Maria,Dorothea,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelvornamen, der in dieser Zeit üblicherweise ohne Bindestrich als zwei Wörter geschrieben wurde."
Maria,Enzersdorf-Schloß,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen Ortsnamen in einem Substantiv-Kompositum (Maria Enzersdorf + Schloß); gemäß den Stilregeln der Zeitung sind solche Zusammensetzungen mit Eigen-/Ortsnamen meist durch Bindestri
Maria,Gabrielle,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelvornamen; der Kontext 'Maria Gabrielle und Josephine' zeigt, dass Maria Gabrielle eine Person ist."
Maria,Helene,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelvornamen, der in dieser Zeit üblicherweise als zwei separate Wörter ohne Bindestrich geschrieben wurde."
Maria,Hilf,hyphen,llm,google/gemma-4-31b,2026-08-25,"Bei Eigennamen von Institutionen oder Orten (Sanatorium, Pfarrkirche) ist in dieser Zeit ein Bindestrich sehr wahrscheinlich; zudem deutet das Trennzeichen im OCR-Text auf einen echten Bindestrich hin"
Maria,Immakulata,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen zusammengesetzten Vornamen, der im Korpus und in den Textstellen fast ausschließlich als zwei getrennte Wörter ohne Bindestrich geschrieben wird."
Maria,Margarete,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um zwei Vornamen einer Person; diese werden im Deutschen üblicherweise getrennt geschrieben.
Maria,Pia,split,llm,google/gemma-4-31b,2026-08-25,"Maria Pia ist ein gebräuchlicher Doppelvorname, der im vorliegenden Korpus überwiegend ohne Bindestrich geschrieben wird."
Maria,Rosario,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelvorname (Maria Rosario), der in diesem Kontext ohne Bindestrich geschrieben wird."
Maria,Schul,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den Eigennamen einer Institution (Damenstift Maria-Schul), wobei Komposita mit Eigennamen in dieser Zeitung konsequent mit Bindestrich gesetzt werden."
Maria,Theresia,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen klassischen Doppelvornamen, der im Korpus und in den Beispielen fast ausschließlich ohne Bindestrich geschrieben wird."
Maria,Theresien-Ordens,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den Namen des Maria-Theresien-Ordens, der als Titelkompositum mit Bindestrichen geschrieben wird."
Maria,brunn,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und bildet zusammen mit dem ersten Teil den Namen des Hotels (Mariabrunn).
Maria-Schul,in,split,llm,google/gemma-4-31b,2026-08-25,Der Name des Stiftes »Maria-Schul« endet vor der Ortsangabe »in Brünn«; es handelt sich um zwei getrennte Wörter.
Marie,Agnes,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelvorname (Marie Agnes), der im Korpus überwiegend ohne Bindestrich geschrieben wird."
Marie,Alice,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um den Doppelvornamen einer Person (Erzherzogin Marie Alice); die Korpusstatistik belegt eine starke Präferenz für die getrennte Schreibweise.
Marie,Anne,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen Doppelvornamen; laut Korpus ist die Schreibweise ohne Bindestrich deutlich häufiger.
Marie,Antoinette,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen zusammengesetzten Vornamen; im Korpus ist die getrennte Schreibweise ohne Bindestrich am häufigsten und passt zu den Kontexten (Titel + Vorname).
Marie,Christine,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelvorname (Marie Christine), der in dieser Zeit und laut Korpus-Häufigkeit üblicherweise ohne Bindestrich als zwei Wörter geschrieben wurde."
Marie,Gabrielle,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelvorname; im ersten Kontext steht parallel dazu 'Marie Christine' ohne Bindestrich, was für eine getrennte Schreibweise spricht."
Marie,Henriette,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um zwei Vornamen einer Person, was im Korpus deutlich häufiger ohne Bindestrich als mit erfolgt."
Marie,Jeanne,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen zusammengesetzten Vornamen (Doppelname); der zweite Teil ist großgeschrieben und die Häufigkeit im Korpus sowie das Trennzeichen in Beispiel 2 sprechen für den Bindestrich.
Marie,José,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen Doppelvorname; die Häufigkeitsstatistik im Korpus zeigt eine deutliche Präferenz für die getrennte Schreibweise ohne Bindestrich.
Marie,Leontine,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um zwei Vornamen einer Person.
Marie,Louise,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen zusammengesetzten Vornamen, der in diesem Kontext üblicherweise ohne Bindestrich geschrieben wird."
Marie,Luise,split,llm,google/gemma-4-31b,2026-08-25,Doppelvorname; im Korpus deutlich häufiger als zwei Wörter ohne Bindestrich belegt.
Marie,Paula,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um zwei Vornamen einer Person (Marie Paula Apponyi); Vornamen werden in dieser Zeit üblicherweise ohne Bindestrich nebeneinander gesetzt.
Marie,Rose,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelvorname einer Person; im Kontext 3 ist ein analoger Fall ('Maria Benedikta') ohne Bindestrich gesetzt, was für 'split' spricht."
Marie,Sophie,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen Doppelvornamen; die Häufigkeitsstatistik und der Kontext (Titel + Vorname + Nachname) belegen die getrennte Schreibweise als Standard.
Marie,Therese,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen Doppelvorname einer Person; die Korpusdaten zeigen eine deutliche Präferenz für die getrennte Schreibweise gegenüber dem Bindestrich.
Marie,Thérèse,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen Doppelvorname einer Person; laut Korpusfrequenz und Kontext ist die getrennte Schreibweise ohne Bindestrich am wahrscheinlichsten.
Marie,Ursula,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um zwei Vornamen einer Person (Marie Ursula), die im Deutschen üblicherweise ohne Bindestrich geschrieben werden."
Marie,Wilhelmine,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelvorname, der in diesem Korpus überwiegend ohne Bindestrich geschrieben wird."
Maritschi,Schaumburg,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelnamen einer Person, worauf der folgende Zusatz 'geb. Gräfin' (geborene Gräfin) hindeutet."
Massa,Finalese,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den Ortsnamen Massa-Finalese, der in dieser Zeitung (wie auch im Korpus belegt) mit Bindestrich geschrieben wird."
Mat,tencloit-Übelli,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil beginnt kleingeschrieben, was auf eine Worttrennung innerhalb des Namens Mattencloit-Übelli hindeutet."
Mataja,Radio,hyphen,llm,google/gemma-4-31b,2026-08-25,"Die Häufigkeitsstatistik im Korpus belegt 'Mataja-Radio' als festen Begriff; zudem handelt es sich in den Textstellen um eine Namensliste, in der Doppelnamen mit Bindestrich üblich sind."
Mautner-Mark,hof,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil 'hof' ist kleingeschrieben, was auf eine Worttrennung mitten im Namen (Mautner-Markhof) hindeutet."
